,id,title,author,day,genre,story,platform,thumb
23,24,여신강림,야옹이,화,로맨스,"네웹 대표 글로벌 인기작! 주경, 수호, 서준. 세 청춘의 두근두근 눈호강 로맨스~♡
메이크업으로 여신이 된 주경이는 꿈과 사랑을 이룰 수 있을까?",네이버 웹툰,https://image-comic.pstatic.net/webtoon/703846/thumbnail/thumbnail_IMAG21_3617626786448291892.jpg
24,25,사신소년,류,화,액션,"수명을 대가로 죽은 자의 능력을 빌리는 소년! 
화려한 액션에서 부터 스포츠, 두뇌 플레이까지 한계는 없다!",네이버 웹툰,https://image-comic.pstatic.net/webtoon/730656/thumbnail/thumbnail_IMAG21_fc6d8dbf-eed2-43d0-af45-2edb3cc4244e.jpg
25,26,마루는 강쥐,모죠,화,개그,"우리 집 강아지 마루가 사람이 되었다, 그것도 5살 아이로!
강아지 + 어린아이의 무한 에너지와 호기심을 지닌 사고뭉치 강쥐 탄생! 
마루야~! 또 어디가!!! 유쾌한 이웃들과 우당탕탕 즐거운 마루의 나날들",네이버 웹툰,https://image-comic.pstatic.net/webtoon/796152/thumbnail/thumbnail_IMAG21_26b9c1d8-ca2d-4fc7-87ea-a3334634236a.jpg
26,27,한림체육관,혜성,화,액션,"'세상에서 가장 강한 남자가 되고 싶다.'
그릇된 강함을 실천하던 전영하가 한림체육관에 들어와 진정한 강함을 깨닫고 무도인으로 거듭나는 학원 액션물",네이버 웹툰,https://image-comic.pstatic.net/webtoon/743139/thumbnail/thumbnail_IMAG21_6012f944-ea1f-4328-ba22-bca09be494ee.jpg
27,28,멸망 이후의 세계,S-Cynan,화,판타지,"<전지적 독자 시점> 싱숑 작가 원작.

이것은 모두가 과거로 돌아갈 때 마지막까지 회귀하지 않았던 한 사나이의 이야기다.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/789979/thumbnail/thumbnail_IMAG21_3918466168707821881.jpg
28,29,사변괴담,강태진,화,스릴러,"전쟁 발발 후. 영남의 가족은 남쪽에 있는 숙부의 집으로 피난을 간다.
숙부의 집에는 처음 보는 음산한 분위기의 여자가 자신을 새로운 숙모라고 소개한다.
온몸에 붕대를 감은 채 몸 져 누워있는 숙부도 이상하다.
한밤중 홀로 피의 의식을 치르는 숙모. 정체를 알 수 없는 할머니 귀신. 어디론가 사라진 아버지와 어머니. 혼란과 공포 가운데 놓인 영남과 어린 동생 영순은 이 집을 무사히 빠져나갈 수 있을까?",네이버 웹툰,https://image-comic.pstatic.net/webtoon/804783/thumbnail/thumbnail_IMAG21_a80f7760-3c93-4002-84d4-eece85593f84.jpg
29,30,삼국지톡,무적핑크,"화, 금",무협/사극,"유비, 조조, 손권 등 영웅들이 활약하던 후한, 그 난세에 핸드폰이 있었다면?
메신저로 소통하고, 개인 방송으로 군사를 모집한다! 
이제껏 보지 못한 완전히 새로운 삼국지!",네이버 웹툰,https://image-comic.pstatic.net/webtoon/711422/thumbnail/thumbnail_IMAG21_fd8cb5db-01ab-4c7b-a2a9-920d4479d5f7.jpg
30,31,하루만 네가 되고 싶어,삼,화,로맨스,"'완벽한 인생이었다, 그 애가 나타나기 전까지는'
반전에 반전을 거듭하는 치밀한 궁중 서스펜스
네이버웹툰 최강자전 19년 대표작.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/738487/thumbnail/thumbnail_IMAG21_66eac5ec-876b-469e-ab05-81261fddde8d.jpg
31,32,놓지마 정신줄 시즌3,신태훈,"화, 토",개그,"놓지마 정신줄이 돌아왔다! 정신줄 세계 10년 후의 이야기.

정신줄 세상에 10년이란 세월이 흐른 어느 날, 정신줄 세계에 엄청난 대격변이 일어나게 되는데...
인간과 정령이 공존하는 한층 더 정신줄 놓은 세상이 열리고 말았다!",네이버 웹툰,https://image-comic.pstatic.net/webtoon/801589/thumbnail/thumbnail_IMAG21_1b439234-e17d-4fb8-9eef-5d2d4173234c.jpg
32,33,헬58,장성준,화,액션,"약육강식의 섬 헬58에서 벌어지는 권력다툼과 암투, 배신. 
주인공 서민은 이 지옥같은 섬에서 과연 희망을 찾고 탈출할 수 있을까?",네이버 웹툰,https://image-comic.pstatic.net/webtoon/719508/thumbnail/thumbnail_IMAG21_4049636999763944505.jpg
33,34,궤짝,박태준 만화회사,화,스릴러,"당신이 예상한 그 결말, 틀렸습니다.
심리를 파고드는 반전 옴니버스 스릴러.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/802389/thumbnail/thumbnail_IMAG21_2c396e53-5710-47b4-b9ae-0b9582454479.jpg
34,35,천마는 평범하게 살 수 없다,철범,화,판타지,"천마 백중혁, 드미트리 가문의 장남으로 눈을 뜨다. 
드미트리의 얼간이, 차남에게 밀린 장남. 
세간의 평판은 중요하지 않다. 
천마, 아니, 로만 드미트리는 앞으로 평범하게 살 수 없다. 
압도하는 천마 판타지!",네이버 웹툰,https://image-comic.pstatic.net/webtoon/774358/thumbnail/thumbnail_IMAG21_82c2edef-2f7f-4376-97e1-ff302b35e627.jpg
35,36,하북팽가 막내아들,스튜디오M,화,무협/사극,"하북팽가 최고의 전력, 도왕 팽지혁. 마교의 습격으로 멸문지화에 빠진 가문을 구하러 낙호곡으로 향하지만 모든 것은 함정이었고, 죽음의 순간 자신이 사랑했던 가문에게 버림받았다는 사실에 분노한다.
'다시... 내게 한 번만 더 기회가 주어진다면...!'
죽은 줄 알았던 팽지혁은 방구석 둔재, 하북팽가 사공자의 몸에서 눈을 뜬다.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/783877/thumbnail/thumbnail_IMAG21_3904965231037146418.jpg
36,37,집이 없어,와난,화,드라마,"집을 버리고 뛰쳐나간 고해준, 집 없이 텐트 생활하는 문제아 백은영. 
악연으로 만난 두 사람은 버려진 옛날 기숙사에서 함께 살게 되는데.. 
기숙사도 서로도 싫지만 돌아갈 곳이 없는 두 사람의 힘든 성장 이야기",네이버 웹툰,https://image-comic.pstatic.net/webtoon/721433/thumbnail/thumbnail_IMAG21_c907f727-e522-4517-952e-398ea95d2efb.jpg
37,38,악몽의 형상,김용키,"화, 토",스릴러,"'타인은지옥이다', '관계의종말' 이후 9년..
종우와 다은은 여전히 끔찍한 지옥 속에서 살고 있다.
그러던 어느 날, 과거 고시원 사건과 펜션 사건을 방불케하는 살인 사건이 벌어지고
당시 두 사건을 수사했던 정형사는 종우와 다은을 찾는다.
그리고 끔찍했던 악몽은 점점 다가오는 형상이 된다.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/793283/thumbnail/thumbnail_IMAG21_4136055320174945841.jpg
38,39,랜덤채팅의 그녀!,박은혁,화,드라마,"랜덤채팅만 하던 준우에게 온 기적!
과연 그녀(들)에게 다가갈수 있을까?!
(읽다 보면 원픽 캐릭터 무조건 생김ㅇㅇ)",네이버 웹툰,https://image-comic.pstatic.net/webtoon/702608/thumbnail/thumbnail_IMAG21_7005692479348499809.jpg
39,40,호랑이 들어와요,배세혁,화,판타지,"숲속의 젊은 부부와 어느 날 그들에게 찾아온
정체불명의 아이들이 만들어가는 즐겁고 신묘한 일상",네이버 웹툰,https://image-comic.pstatic.net/webtoon/757904/thumbnail/thumbnail_IMAG21_f3e09476-b052-4599-b619-4b2aba154143.jpg
40,41,전지적 독자 시점,UMI,수,판타지,"'이건 내가 아는 그 전개다'
한순간에 세계가 멸망하고, 새로운 세상이 펼쳐졌다.
오직 나만이 완주했던 소설 세계에서 평범했던 독자의 새로운 삶이 시작된다.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/747269/thumbnail/thumbnail_IMAG21_aabd9952-ff45-47a2-a543-33f19a5c6708.jpg
41,42,헬퍼 2 : 킬베로스,삭,수,액션,"역시는 역시 역시군.
킬베로스 트라이브의 대장 장광남이 펼치는 스트릿 액션 만화.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/670143/thumbnail/thumbnail_IMAG21_12d5d293-d54d-4022-8e00-c97c5779c701.jpg
42,43,백XX,병장,수,액션,"정보사(HID) 요원 '백이수'와 범죄 조직의 보스인 쌍둥이 형 '백도경'.
같은 얼굴 다른 삶을 살아온 쌍둥이 형제. 조직에 배신당한 동생은 자신의 신분을 버리고 형이 되기로 한다.
정보사요원, 범죄 조직의 보스가 되다...!",네이버 웹툰,https://image-comic.pstatic.net/webtoon/804862/thumbnail/thumbnail_IMAG21_e2814dcb-83ae-477a-9149-d20fad5bdf92.jpg
43,44,66666년 만에 환생한 흑마법사,팀 더 지크,수,판타지,"강대했던 흑마법사 디아블로 볼피르.
12신의 계략에 당해 억겁 속에 봉인되었지만,
그로부터 66666년이 흘러 다시금 이 땅에 강림한다!
""응애!""
웰턴 백작의 갓 태어난 장남으로.
딥다크 매직 판타지 시작!",네이버 웹툰,https://image-comic.pstatic.net/webtoon/775141/thumbnail/thumbnail_IMAG21_11d97e88-9ccf-4e7a-a10d-dde42725e3fa.jpg
44,45,일렉시드,손제호,수,액션,"<노블레스> 손제호 작가와 <소녀더와일즈> 제나 작가가 만났다!
고양이 몸에 깃든 각성자 카이든과 각성능력을 숨겨온 고등학생 지우 
러블리 2인조의 액션 판타지",네이버 웹툰,https://image-comic.pstatic.net/webtoon/717481/thumbnail/thumbnail_IMAG21_3545800975505057126.jpg
45,46,황후를 훔친 이는 누구인가,핀쿠,수,로맨스,"흩날리는 매서운 눈발.
그 속에 덩그러니 남겨진 로젤린은 기꺼이 죽음을 받아들이기로 했다.



살아 있을 이유가 없었다.
가족도, 친구도, 욕망도 남아 있지 않았으니….

고통스러운 추위 속에서 이렇게 얼어 죽는 것도 나쁘지 않겠구나 싶던 그 때,
적국의 대장군, 타몬 크라시스가 버려진 그녀를 훔쳐 달아났다.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/805737/thumbnail/thumbnail_IMAG21_c72b400d-fc29-4928-828f-56b3629ce352.jpg
46,47,튜토리얼 탑의 고인물,토프,수,액션,"전 세계에 몬스터와 함께 등장한 의문의 탑들.
이 탑들은 사람들을 선별하고, 선별 저들은 100층까지 클리어를 해야 다시 세상으로 나갈 수 있다.

이에 주인공 김현우는 다른 선별된 사람들과 함께 100층까지 공략하지만 알 수 없는 이유로 나가지 못하고 다시 1층으로 돌아와버린다.
그 후 김현우는 탑을 나가기 위해 수없이 100층을 반복하여 깨고… 
그런 생활을 12년 동안이나 반복하던 어느 날, 갑자기 루프가 풀려 세상 밖으로 나갈 수 있게 된다.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/738694/thumbnail/thumbnail_IMAG21_7366031057188643120.jpg
47,48,격기3반,이학,수,스포츠,"한국이 세계 격투기의 중심이 된 세상. 전국 탑 클래스 격투기 학생들만 모인 남일고에 약골 소년 주지태가 돌연 투입된다.
신체적 약점이 상쇄되는 무술 ‘주짓수’를 통해, 주지태는 격기반의 정점에 오를 수 있을 것인가…?",네이버 웹툰,https://image-comic.pstatic.net/webtoon/701535/thumbnail/thumbnail_IMAG21_2abe5b1a-9104-417f-9995-0db15c6db7be.jpg
48,49,나쁜사람,둠스,수,액션,"착한 남자가 좋다는 그녀의 이상형이 되기 위해 10년 동안 노력했다. 
그런데! 갑자기 나쁜 남자가 좋다는 그녀...

오늘부터 난... 나쁜 남자로 다시 태어난다.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/750184/thumbnail/thumbnail_IMAG21_4049077335359959091.jpg
49,50,무림서부,웨스트,수,무협/사극,"황제가 무공을 통한 철혈정치로 제국을 천년동안 유지함에 따라, 오로지 황군 무공만이 힘이요 법도로 살아남고, 고전 무공들은 스러지고 만다. 이런 세계에 환생한 무협지 마니아, 주인공 장건. 과연 그는 동경하던 고전 무공을 되살릴 수 있을까. 서부 대륙 개척지에서 벌어지는 정통 무협의 정수!",네이버 웹툰,https://image-comic.pstatic.net/webtoon/784417/thumbnail/thumbnail_IMAG21_f997ffe9-465a-4be8-a0bb-b5d0ef5cedea.jpg
50,51,마른 가지에 바람처럼,화음,수,로맨스,"남편을 잃고, 아이를 빼앗기고, 이제 생매장을 눈 앞에 둔 과부 리에타. 
그 곳에 ‘미친 폐황자’로 불리는 저주받은 땅, 악시아스 성의 대공. 킬리언이 나타났다.
그녀를 데려가겠다고 말하는 킬리언이 인사를 건넨다. “안녕, 요부”",네이버 웹툰,https://image-comic.pstatic.net/webtoon/748535/thumbnail/thumbnail_IMAG21_fbaf72e0-c829-44ad-b56c-5c60a9fd5705.jpg
51,52,칼에 취한 밤을 걷다,JP,수,무협/사극,"진소한은 본디 고아 출신이었으나, 
현월검무단이 거두어 그녀들과 어린 시절을 함께 보낸다. 
하지만 어느 날 그의 특수한 신체 특성을 알아본 사대악인 중 하나인 독마에게 납치당하고, 
온갖 실험 끝에 결국 제자로까지 키워지게 된다. 
10년 뒤, 그는 현월검무단의 흔적을 찾아보려 하지만, 
검무단은 이미 고향을 지배하는 흑도들의 손에 사라져 버렸는데!",네이버 웹툰,https://image-comic.pstatic.net/webtoon/795542/thumbnail/thumbnail_IMAG21_3703756833080816441.jpg
52,53,연놈,상하,수,드라마,"중2 여름, 가지 말라는 말도 좋아했다는 말도 하지 못한 채 보낸 그녀가 3년 만에 나타났다.
지나버린 시간과 마주한 소년 그리고 소녀의 이야기",네이버 웹툰,https://image-comic.pstatic.net/webtoon/667573/thumbnail/thumbnail_IMAG21_095997c8-effc-4722-8157-baeaaa439930.jpg
53,54,내가 죽기로 결심한 것은,YUJU,수,로맨스,"태권도 국가대표 선발전을 앞두고 부상을 입은 고3 지오는 뒤늦은 사춘기를 맛보는 중이다.? 
온갖 찌질한 생각이 드는 와중에 만나게 된 차결은 살랑살랑 웃어대며 지오를 완전히 홀려 버리는데, 맘 놓고 홀리기엔 차결의 주변 사람들이 어쩐지 위험하다.? 
머리로는 경계해야 하는 걸 알지만, 결을 향한 관심은 멈출 수가 없다. 얘… 좋아해도 되는 걸까?",네이버 웹툰,https://image-comic.pstatic.net/webtoon/783523/thumbnail/thumbnail_IMAG21_cc413d42-89ab-4c7d-a28c-0f698acb169b.jpg
54,55,급식아빠,김재한,수,액션,"<부활남> 김재한 작가의 신작! 딸바보 웹툰작가의 갑작스러운 죽음.
학원액션 만화를 그리던 능력(?)을 살려 일진 서클 12간지로부터 딸 다연이를 지켜라!
딸이 괴롭힘당하는 모습을 보게 된다면? ...이건 못 참지. 내 딸 건드는 새끼들 다 조져버림.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/758662/thumbnail/thumbnail_IMAG21_33e16ce6-4ee6-4428-8f7b-450eccd17228.jpg
55,56,운명을 보는 회사원,영완(映完),수,판타지,"무당이 되어 세상을 어지럽힐 팔자를 타고난 아이. 
욕심을 버리고 신을 받지 않기 위해 평범한 회사원이 되려 한다. 
관상과 사주로 운명을 꿰뚫어 보는 최영훈. 과연 평범한 회사원이 될 수 있을까?",네이버 웹툰,https://image-comic.pstatic.net/webtoon/797443/thumbnail/thumbnail_IMAG21_cea05bf8-ab6b-4f19-8cd9-dd8c31ed1677.jpg
56,57,빌드업,911,수,스포츠,"축구덕후지만 볼보이만 5년째?! 
빵셔틀 강마루의 열혈청춘 축구드라마",네이버 웹툰,https://image-comic.pstatic.net/webtoon/750826/thumbnail/thumbnail_IMAG21_8bf7d36d-d865-4df0-b76f-f72f288bb2cd.jpg
57,58,왕따가 격투기를 너무 잘함,팀꿀빨,수,액션,"종합격투기 선수 차무결은 장회장의 꼬임에 넘어가 무체급 격투기를 하던중 식물인간이 된다. 이후 장회장의 이미지 쇄신용으로
이용당하는 차무결. 결국 죽게되는 그는 동명의 고등학생 차무결의 몸에 빙의된다.
내구도 s급의 단단한 몸. 격투기 능력을 업그레이드 시켜 줄 수 있는 상태창 능력. 이번엔 다르다.
이루지 못한 최강자의 꿈과 함께 장회장에게 복수하기 위한 싸움이 시작된다.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/806888/thumbnail/thumbnail_IMAG21_47ed7adf-5f41-422e-8873-f64defac073c.jpg
58,59,사상최강,이단아,수,무협/사극,"‘천하 십대 고수’라고 불리는 자들. 인간의 한계를 뛰어넘은 그들은 서로를 견제하며 힘의 균형과 세상의 질서를 유지해왔다.
바로 ‘백도현’ 그가 나타나기 전까지는! 내공만으로 사상최강의 힘을 가진 남자 백도현의 시원한 한 방!",네이버 웹툰,https://image-comic.pstatic.net/webtoon/748536/thumbnail/thumbnail_IMAG21_f5ccf206-ed7d-42ae-9452-c11cb188474b.jpg
59,60,가짜 동맹,케냠,수,로맨스,"소꿉친구와 하루아침에 커플이 되었다?!
통제가 강한 부모님들을 안심 시키고 자유롭게 생활하기 위해 동맹을 맺은 두 모범생 ‘윤세이’와 ‘김재하’.
동맹을 들킬 위기를 모면하기 위한 두 사람의 가짜 커플 행세가 시작된다!",네이버 웹툰,https://image-comic.pstatic.net/webtoon/788167/thumbnail/thumbnail_IMAG21_9d85dac5-3e9d-4734-9184-95d5c5c8fa5e.jpg
60,61,앞집나리,민송아,목,로맨스,"어느 날 갑자기 나의 평온한 일상을 깨뜨린 그녀. 그런데 미소녀다? 그리고 나를 조...좋아한다고? 아니, 사랑한다고....?
문제는, 나와 결혼하기 위해 앞집으로 이사 왔다는 '나리'가 싫지 않다는 것. <이두나!> 민송아 작가의 18금 두근두근 러브코미디.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/802293/thumbnail/thumbnail_IMAG21_6cc3de68-f527-461a-af8f-7edfaf08da91.jpg
61,62,연애혁명,232,목,드라마,"평범하면서 금사빠인 고등학생 순정남 공주영은 
까칠하고 차가운 여학생 왕자림을 보고 사랑에 빠져버린다.
너무 다른 둘, 괜찮을까?",네이버 웹툰,https://image-comic.pstatic.net/webtoon/570503/thumbnail/thumbnail_IMAG21_85e39ba0-3fc6-4ddb-9e78-5e8879b7d3d9.jpg
62,63,재벌집 막내아들,JP,목,드라마,"[화제의 드라마 원작 웹툰!] 
13년 동안의 수고를 배신으로 돌려받다니! 
머슴처럼 살다 버려진 순양그룹의 실장, 윤현우. 
모든 게 끝났다 싶었을 즘, 순양그룹 진 회장의 손주 진도준으로 깨어난다! 
하지만 상속권과는 거리가 먼 재벌집 막내아들 진도준. 
과연 그는 가족 정치극에서 최후의 승자가 될 수 있을 것인가! 
순양그룹을 집어삼키기 위한 윤현우의 통쾌한 복수극이 시작된다!",네이버 웹툰,https://image-comic.pstatic.net/webtoon/800770/thumbnail/thumbnail_IMAG21_d2e1e7ee-fc83-4030-a1e7-200378bc088f.jpg
63,64,나노마신,현절무,목,무협/사극,"갖은 멸시와 목숨의 위협을 받던 마교의 사생아 천여운, 
미래에서 나타난 후손이 천여운의 몸에 나노 머신을 주입한 후 그의 인생이 송두리째 바뀐다.
마교를 넘어 무림 최고의 자리에 오르기 위한 천여운의 거침없는 이야기가 시작된다!",네이버 웹툰,https://image-comic.pstatic.net/webtoon/747271/thumbnail/thumbnail_IMAG21_701ae78e-794c-417f-b5a8-3adf6f9456aa.jpg
64,65,남편을 죽여줘요,이연,목,로맨스,"고향 풍경을 그리던 공작부인은
외간 남자에 의해, 새로운 욕망의 눈을 뜬다.
'시대가 금지한, 남자의 나체를 그리고 싶다!'
그런 공작부인을 독점하고 싶은 남자들.

그리고 살인사건이 일어난다.
사건의 이면에는 무슨 일이 있었던걸까?",네이버 웹툰,https://image-comic.pstatic.net/webtoon/797410/thumbnail/thumbnail_IMAG21_9852442e-217e-4ec7-92a7-21c0ada85dc7.jpg
65,66,천마육성,광휘,목,무협/사극,"마교의 태왕각주 ‘사마귀’의 명령으로 화산파 출목지역으로 파견나간 비객조.
‘설휘’는 화산파의 절대고수 ‘구종명’에게 죽임을 당할 위기에 처한다.
그 때 눈앞에 상태창이 나타나고 정찰임무를 받기 직전으로 회귀하게 된다.
설휘는 자신이 전생에서 죽임을 당했던 똑같은 임무를 받게 되자 주변의 환경을 조금이라도 바꾸어 살아남고자 발버둥친다.
고비마다 눈앞에 나타나는 선택창, 미래를 알 수 없는 지문들. 삶과 죽음이 공존하는 세상 안에서 최선의 방법을 찾아 나선다.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/776255/thumbnail/thumbnail_IMAG21_4121980471072928565.jpg
66,67,현실퀘스트,이주운,목,액션,"게임 아이템을 가져오라는 일진의 협박으로 인해
일주일간 밤샘 게임을 하다 죽음을 맞이한 비운의 게임셔틀 하도완
그 순간 일주일 전 교실에서 리스폰되는데...
모든 것이 그날과 똑같다. 달라진 것은 단 하나, 눈앞에 떠있는 <퀘스트 알림>!
뭐? 내가 지금껏 하던 게임들의 스킬을 이용해서 일진을 때려잡으라고?!?!",네이버 웹툰,https://image-comic.pstatic.net/webtoon/783888/thumbnail/thumbnail_IMAG21_56cdafe8-11a4-40b7-90a7-2e72b0b20642.jpg
67,68,나 혼자 네크로맨서,김경열,목,판타지,"곧 세상이 멸망한다.
전설 속에나 나올 법한 몬스터들이 각지에 출현한다.
그리고 사람들을 잡아먹고, 길거리를 점령하며, 빌딩과 지하철에 던전을 만들기 시작한다.

멸망한 세계에서 살아남기 위해 단 한 가지 직업을 고를 수 있다.
당신은 무슨 직업을 고르겠는가?
""네크로맨서""

나에게는 멸망이 무대이고, 죽음이 자산이 된다.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/780170/thumbnail/thumbnail_IMAG21_c8b82359-da45-480c-95fd-aa9ae794d6be.jpg
68,69,무사만리행,운,목,무협/사극,"2세기 후반, 마한연맹 고리국(古離國)의 무사 나루.
믿었던 스승의 배신으로 나라가 멸망하고, 평생을 바쳐 지켜주겠노라 맹세했던 소단공주의 행방이 묘연해진다. 
유일한 단서인 서역으로 떠났다는 배신자의 말에 나루는 로마제국의 검투 노예로 팔려가 공주의 행방을 찾고 자유를 얻기 위해 처절한 사투를 벌인다.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/746857/thumbnail/thumbnail_IMAG21_fb7d7fcd-19f1-49eb-9cc8-aae9622cdd04.jpg
69,70,회귀한 천재 헌터의 슬기로운 청소생활,고일고일,목,판타지,"세계 최초 SSS랭크 천재 헌터 김준우. 어느 날 습격을 당해 죽게 되고, 10년 전으로 회귀한다.?
스킬은 모두 봉인됐고, 해제를 위해서는 극한 직업인 던전 청소부로 일을 해야 하는데?!
?하지만 이 청소부, 남다르다! 현직 헌터보다 더 강한 전직 헌터의 망나니식 청소가 시작된다!
원작 제공 : 영상출판미디어",네이버 웹툰,https://image-comic.pstatic.net/webtoon/796827/thumbnail/thumbnail_IMAG21_3990814210026202423.jpg
70,71,뮤즈 온 유명,수진,목,드라마,"부업은 청소도우미, 본업은 무명 배우. 아이러니하게도 내 이름은 유명이다. 유난히 힘들던 날, 우연히 거장의 사진전에 들어간 무명배우 유명은 자신의 사진을 보게 된다. 그 사진들은 유명이 제일 빛나던 시절을 담고 있었고, 그런 모습은 지금의 유명과는 정반대였다. 유명은 알 수 없는 사진작가의 뮤즈로 스타가 될 수 있을까.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/801505/thumbnail/thumbnail_IMAG21_893e0926-523f-4bc1-b7a6-e30af1ec3c6e.jpg
71,72,호랑신랑뎐,고추참치,"월, 목",판타지,"산 속에 사는 금슬 좋은 부부! 그러나 이 부부에겐 어딘가 특별한 점이 있다.
 그건 바로.. 신랑이 사람처럼 걸어다니고 말도 할 수 있는 호랑이라는데..? 
무뚝뚝하지만 마음씨 착한 호랑이 신랑과 장난스럽고 수다스러운 인간 아내가 만나 벌어지는 좌충우돌 일상 이야기!",네이버 웹툰,https://image-comic.pstatic.net/webtoon/795643/thumbnail/thumbnail_IMAG21_bf51fa0f-e374-49f8-973d-c17c5385bbef.jpg
72,73,버려진 나의 최애를 위하여,류호,목,로맨스,"""내 최애를 살려내!""
N회차 정주행할 만큼 애정하던 로판 소설에 빙의한 헤스티아,
엑스트라 of 엑스트라에 빙의한 덕에 주인공들을 직관하고 드디어 맞이한 작품의 엔딩!
엔딩 후 현실로 돌아가게 될 거란 예상은 산산조각이 나고,
소설의 엔딩 후 비하인드가 가장 애정하는 캐릭터였던 서브남 카엘루스의 죽음이라는 충격에서 벗어나기도 전에
소설의 엔딩 직후로 회귀하는데…!
그렇다면 이번엔, 내 최애를 지켜내겠어!",네이버 웹툰,https://image-comic.pstatic.net/webtoon/794155/thumbnail/thumbnail_IMAG21_ff82104f-a8ce-4bf7-9126-a0caf2e1bb1d.jpeg
73,74,별을 삼킨 너에게,ARI,목,로맨스,"어둠 같은 현실 속에서도 우리가 빛나는 이유는, 
저마다의 별을 품고 있어서가 아닐까?
별처럼 빛나는 우리들의 성장, 그리고 로맨스.
네이버웹툰 최강자전 19년 대표작.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/748831/thumbnail/thumbnail_IMAG21_b08f61b4-c656-4e16-8d07-c3ea3a64c77c.jpg
74,75,노답소녀휴재,석우,목,로맨스,"재벌가 손녀인 가빈은 친구 한 명 없는 왕따에 성격까지 노답이다. 
5억원을 대가로 가빈을 비밀리에 경호하기 위해 전학 온 태웅. 
과연 태웅은 정체를 숨긴 채 가빈을 잘 경호할 수 있을까?",네이버 웹툰,https://image-comic.pstatic.net/webtoon/756137/thumbnail/thumbnail_IMAG21_d6dc13d4-d2fa-45f8-a199-7a528bdca7d6.jpg
75,76,보스였음,럭스,목,액션,"<심연의 탑> 보스 바포메트는 자신과 호각으로 싸울 강한 헌터를 기다리고 있다. 반복되는 싸움에 지루함을 느끼던 찰나, 죽은 헌터들의 전리품에 의해 인간 세상에 흥미를 갖게 되고, 동시에 늘 자신이 바랬던 강한 헌터가 눈 앞에 나타나자 그를 보며 인간의 존재에 더욱 더 매료되기 시작한다. 급기야 바포메트는 스스로 인간이 되고자 하는데…",네이버 웹툰,https://image-comic.pstatic.net/webtoon/802833/thumbnail/thumbnail_IMAG21_6ba9b7d2-c21a-4e1e-89b5-5b75952e121f.jpg
76,77,쿠베라,카레곰,목,판타지,"신의 이름을 가진 소녀 쿠베라 리즈. 15세 생일에 외출에서 돌아오다가 초토화되어버린 마을을 목격하게 되는데..! 신, 수라, 마법사들 사이에서 펼쳐지는 소속불명 장르 혼합 판타지.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/131385/thumbnail/thumbnail_IMAG21_1d44dd99-4fef-48b5-81f0-083e83b6c048.jpg
77,78,특수청소,한(恨),목,드라마,"자신의 일에 최선을 다하는 1팀 형사 정명석.
명석은 맡고 있던 여중생 성폭행 사건을 종결지으라는 상관에게 항의하다 정직 명령을 받는다.
한편, 대광건설에 온갖 방해와 협박을 받던 성희는 자신의 자존심과 존재 가치를 지키기 위해 맞서싸우기로 결심한다.
두 사람이 위험한 사건에 휘말리게 되며, 부당함에 맞서 싸우게 된다.",네이버 웹툰,https://image-comic.pstatic.net/webtoon/788976/thumbnail/thumbnail_IMAG21_c91160f6-aa01-43d8-a6a9-6347e50d1eaf.jpg
78,79,순정빌런,세윤,목,로맨스,"특수능력을 가진 범죄자를 상대하기 위한 특수경찰이 존재하는 세계. 
평화로운 나날을 보내던 최강의 특수경찰 '한도령'에게 감당할 수 없는 빌런이 찾아온다! 그런데 이 범죄자, 어딘가 이상하다?
최강의 히어로를 사랑하는 최악의 빌런 '박로사'의 우당탕탕 사랑이야기",네이버 웹툰,https://image-comic.pstatic.net/webtoon/797731/thumbnail/thumbnail_IMAG21_3d2b5b5a-ffbb-4049-8f85-8caebfcf4243.jpg
79,80,규격 외 혈통 천재,ZAINO,목,판타지,"나는 인베이더를 죽이는 사람이 되고 싶다.

인베이더를 죽이고 특수종의 세상에 살며 일상의 행복도 유지하고 싶다.
그걸 바라면 안 될까?
왜? 왜 그래서는 안 되나.
두 마리 토끼를 쫓다가는 둘 다 놓친다고 하지만,
안 놓치면 된다.

불멸자+변신족, 혈통 천재의 액션 판타지",네이버 웹툰,https://image-comic.pstatic.net/webtoon/798331/thumbnail/thumbnail_IMAG21_846e6d29-da15-40cb-9d4f-1c7f5b1a6faa.jpg
